Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
395508,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,NYC Census 2020 - Field Director,ADMINISTRATIVE BUSINESS PROMOT,10009,M1,Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,80000,90000,Annual,161 William St  New York N Y,Census,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-20T00:00:00.000,,2019-05-30T00:00:00.000,2019-07-30T00:00:00.000
395514,DEPARTMENT FOR THE AGING,External,1,Community Coordinator,COMMUNITY COORDINATOR,56058,0,"Finance, Accounting, & Procurement",F,52524,60403,Annual,"2 Lafayette St., N.Y.",Budget & Fiscal Oper,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-13T00:00:00.000,2019-09-11T00:00:00.000,2019-06-13T00:00:00.000,2019-07-30T00:00:00.000
395514,DEPARTMENT FOR THE AGING,Internal,1,Community Coordinator,COMMUNITY COORDINATOR,56058,0,"Finance, Accounting, & Procurement",F,52524,60403,Annual,"2 Lafayette St., N.Y.",Budget & Fiscal Oper,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-13T00:00:00.000,2019-09-11T00:00:00.000,2019-06-13T00:00:00.000,2019-07-30T00:00:00.000
395548,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Program Manager,ASSOCIATE CONTRACT SPECIALIST,40562,0,Constituent Services & Community Programs,F,58440,70000,Annual,"2 Lafayette St., N.Y.",Compass/SONYC Support,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-20T00:00:00.000,,2019-05-22T00:00:00.000,2019-07-30T00:00:00.000
395553,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Executive Assistant,CLERICAL ASSOCIATE,10251,4,Administration & Human Resources,F,38851,60990,Annual,30-30 Thomson Ave L I City Qns,Executive - Various,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-17T00:00:00.000,2019-11-13T00:00:00.000,2019-06-25T00:00:00.000,2019-07-30T00:00:00.000
395553,DEPT OF DESIGN & CONSTRUCTION,External,1,Executive Assistant,CLERICAL ASSOCIATE,10251,4,Administration & Human Resources,F,38851,60990,Annual,30-30 Thomson Ave L I City Qns,Executive - Various,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-17T00:00:00.000,2019-11-13T00:00:00.000,2019-06-25T00:00:00.000,2019-07-30T00:00:00.000
395718,ADMIN FOR CHILDREN'S SVCS,Internal,2,Senior Budget Analyst,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,65731,80292,Annual,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-19T00:00:00.000,,2019-06-19T00:00:00.000,2019-07-30T00:00:00.000
395732,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Technical Assistance Intern, Bureau of HIV/AIDS Prevention and Control",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,15.5,19.9,Hourly,42-09 28th Street,HIV Care & Treatment,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-07T00:00:00.000,2019-09-05T00:00:00.000,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395732,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Technical Assistance Intern, Bureau of HIV/AIDS Prevention and Control",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,15.5,19.9,Hourly,42-09 28th Street,HIV Care & Treatment,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-07T00:00:00.000,2019-09-05T00:00:00.000,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395737,HUMAN RIGHTS COMMISSION,Internal,1,Agency Attorney 2 (GBHU),AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76295,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395737,HUMAN RIGHTS COMMISSION,External,1,Agency Attorney 2 (GBHU),AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76295,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395740,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Assistant Commissioner, Bureau of Agency Preparedness and Response",ASST COMMISSIONER FOR AGENCY P,95644,M3,Health,F,69940,152487.36,Annual,42-09 28th Street,Agency Preparedness & Response,"A person serving in a mayoral agency in any of the following civil service titles shall be a resident of the city on the date that he or she assumes such title or shall establish City Residence within ninety days after such date and shall thereafter maintain City residency for as long as he or she serves in such title: agency heads,  including but not limited to Commissioner, First Deputy Commissioner, Executive Deputy Commissioner, Deputy Commissioner, General Counsel, Assistant Deputy Commissioner, Associate Commissioner, Assistant Commissioner.",2019-06-26T00:00:00.000,2019-09-24T00:00:00.000,2019-07-01T00:00:00.000,2019-07-30T00:00:00.000
395740,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Assistant Commissioner, Bureau of Agency Preparedness and Response",ASST COMMISSIONER FOR AGENCY P,95644,M3,Health,F,69940,152487.36,Annual,42-09 28th Street,Agency Preparedness & Response,"A person serving in a mayoral agency in any of the following civil service titles shall be a resident of the city on the date that he or she assumes such title or shall establish City Residence within ninety days after such date and shall thereafter maintain City residency for as long as he or she serves in such title: agency heads,  including but not limited to Commissioner, First Deputy Commissioner, Executive Deputy Commissioner, Deputy Commissioner, General Counsel, Assistant Deputy Commissioner, Associate Commissioner, Assistant Commissioner.",2019-06-26T00:00:00.000,2019-09-24T00:00:00.000,2019-07-01T00:00:00.000,2019-07-30T00:00:00.000
395749,DEPT OF INFO TECH & TELECOMM,External,1,Project Manager for Public Safety,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",,75000,115000,Annual,15 Metrotech,Public Safety IT Programs,New York City Residency is not required for this position,2019-06-13T00:00:00.000,,2019-06-20T00:00:00.000,2019-07-30T00:00:00.000
395749,DEPT OF INFO TECH & TELECOMM,Internal,1,Project Manager for Public Safety,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",,75000,115000,Annual,15 Metrotech,Public Safety IT Programs,New York City Residency is not required for this position,2019-06-13T00:00:00.000,,2019-06-20T00:00:00.000,2019-07-30T00:00:00.000
395801,OFFICE OF THE COMPTROLLER,Internal,1,"Claim Specialist, Level II - Property Damage",CLAIM SPECIALIST,30726,2,Legal Affairs,F,49591,57030,Annual,"1 Centre St., N.Y.",Law and Adjustment,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-23T00:00:00.000,,2019-05-23T00:00:00.000,2019-07-30T00:00:00.000
395801,OFFICE OF THE COMPTROLLER,External,1,"Claim Specialist, Level II - Property Damage",CLAIM SPECIALIST,30726,2,Legal Affairs,F,49591,57030,Annual,"1 Centre St., N.Y.",Law and Adjustment,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-23T00:00:00.000,,2019-05-23T00:00:00.000,2019-07-30T00:00:00.000
395833,ADMIN FOR CHILDREN'S SVCS,Internal,2,CoQI Facilitator,CHILD WELFARE SPECIALIST SUPER,52370,1,Social Services,F,65429,81571,Annual,"150 William Street, New York N",Quality Improvement (Qa),New York City Residency is not required for this position,2019-06-03T00:00:00.000,,2019-07-23T00:00:00.000,2019-07-30T00:00:00.000
395848,DEPT. OF HOMELESS SERVICES,External,1,DHS FIRST DEPUTY COMMISSIONER,DEPUTY COMMISIONER(HOMELESS SE,95652,M7,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Health Technology, Data & Innovation Legal Affairs Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",F,200931,214848,Annual,"33 Beaver St, New York Ny",Managerial,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-20T00:00:00.000,,2019-07-09T00:00:00.000,2019-07-30T00:00:00.000
395848,DEPT. OF HOMELESS SERVICES,Internal,1,DHS FIRST DEPUTY COMMISSIONER,DEPUTY COMMISIONER(HOMELESS SE,95652,M7,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Health Technology, Data & Innovation Legal Affairs Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",F,200931,214848,Annual,"33 Beaver St, New York Ny",Managerial,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-20T00:00:00.000,,2019-07-09T00:00:00.000,2019-07-30T00:00:00.000
395881,NYC HOUSING AUTHORITY,Internal,1,ASSISTANT RESIDENT BUILDING SUPT (HA),ASSISTANT RESIDENT BUILDING SU,80305,0,Building Operations & Maintenance,F,46233,70808,Annual,Wagner Houses,Nextgen OPS 1 Property MGMT,NYCHA has no residency requirements.,2019-07-26T00:00:00.000,2019-08-05T00:00:00.000,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
395889,TAXI & LIMOUSINE COMMISSION,Internal,80,Taxi and Limousine Inspector - Enforcement,TAXI AND LIMOUSINE INSPECTOR,35116,0,"Public Safety, Inspections, & Enforcement",F,38305,43285,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Inspector,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,2019-07-31T00:00:00.000,2019-05-21T00:00:00.000,2019-07-30T00:00:00.000
395889,TAXI & LIMOUSINE COMMISSION,External,80,Taxi and Limousine Inspector - Enforcement,TAXI AND LIMOUSINE INSPECTOR,35116,0,"Public Safety, Inspections, & Enforcement",F,38305,43285,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Inspector,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,2019-07-31T00:00:00.000,2019-05-21T00:00:00.000,2019-07-30T00:00:00.000
395896,HUMAN RIGHTS COMMISSION,External,2,Agency Attorney 2,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76275,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395896,HUMAN RIGHTS COMMISSION,Internal,2,Agency Attorney 2,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76275,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395899,NYC HOUSING AUTHORITY,External,5,Lead Oversight Team (LOT) Specialist,ASSOCIATE PUBLIC HEALTH SANITA,31220,2,"Policy, Research & Analysis",,65374,98908,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-24T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395899,NYC HOUSING AUTHORITY,Internal,5,Lead Oversight Team (LOT) Specialist,ASSOCIATE PUBLIC HEALTH SANITA,31220,2,"Policy, Research & Analysis",,65374,98908,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-24T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395905,HUMAN RIGHTS COMMISSION,External,3,Agency Attorney 3,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,85029,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395905,HUMAN RIGHTS COMMISSION,Internal,3,Agency Attorney 3,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,85029,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395911,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Laboratory Microbiologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,Health,F,52902,58320,Annual,"455 First Ave., N.Y.",Microbiology,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-29T00:00:00.000,2019-10-27T00:00:00.000,2019-07-29T00:00:00.000,2019-07-30T00:00:00.000
395911,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Laboratory Microbiologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,Health,F,52902,58320,Annual,"455 First Ave., N.Y.",Microbiology,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-29T00:00:00.000,2019-10-27T00:00:00.000,2019-07-29T00:00:00.000,2019-07-30T00:00:00.000
395919,HUMAN RIGHTS COMMISSION,External,2,Agency Attorney 1,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,67523,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395919,HUMAN RIGHTS COMMISSION,Internal,2,Agency Attorney 1,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,67523,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
395945,NYC HOUSING AUTHORITY,External,5,Fire Safety Oversight Team (FSOT) Specialist,ASSOCIATE FIRE PROTECTION INSP,31662,1,"Public Safety, Inspections, & Enforcement",F,52063,73309,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-24T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395945,NYC HOUSING AUTHORITY,Internal,5,Fire Safety Oversight Team (FSOT) Specialist,ASSOCIATE FIRE PROTECTION INSP,31662,1,"Public Safety, Inspections, & Enforcement",F,52063,73309,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-24T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
395947,MANHATTAN COMMUNITY BOARD #11,External,1,Assistant District Manager,ASSISTANT DISTRICT MANAGER (CO,56087,0,Constituent Services & Community Programs,F,49000,49000,Annual,"55 East 115Th Street, N.Y.",Manhattan Community Board  #1,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-05-21T00:00:00.000,2019-07-30T00:00:00.000
395947,MANHATTAN COMMUNITY BOARD #11,Internal,1,Assistant District Manager,ASSISTANT DISTRICT MANAGER (CO,56087,0,Constituent Services & Community Programs,F,49000,49000,Annual,"55 East 115Th Street, N.Y.",Manhattan Community Board  #1,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-05-21T00:00:00.000,2019-07-30T00:00:00.000
395948,DEPT OF INFO TECH & TELECOMM,Internal,1,Video Producer,COMMUNITY COORDINATOR,56058,0,Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,52524,70000,Annual,253 Broadway New York Ny,Mayor's Office/Cityhall,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
395948,DEPT OF INFO TECH & TELECOMM,External,1,Video Producer,COMMUNITY COORDINATOR,56058,0,Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,52524,70000,Annual,253 Broadway New York Ny,Mayor's Office/Cityhall,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
395952,NYC HOUSING AUTHORITY,Internal,5,Indoor Air Quality Oversight Team (IAQOT) Specialist,ASSOCIATE PUBLIC HEALTH SANITA,31220,1,"Public Safety, Inspections, & Enforcement",F,58677,91199,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-10T00:00:00.000,2019-07-30T00:00:00.000
395952,NYC HOUSING AUTHORITY,External,5,Indoor Air Quality Oversight Team (IAQOT) Specialist,ASSOCIATE PUBLIC HEALTH SANITA,31220,1,"Public Safety, Inspections, & Enforcement",F,58677,91199,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-10T00:00:00.000,2019-07-30T00:00:00.000
395953,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Assistant General Counsel,AGENCY ATTORNEY INTERNE,30086,0,Legal Affairs,F,57944,70353,Annual,30-30 Thomson Ave L I City Qns,Law,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-07T00:00:00.000,2019-12-04T00:00:00.000,2019-07-23T00:00:00.000,2019-07-30T00:00:00.000
395953,DEPT OF DESIGN & CONSTRUCTION,External,1,Assistant General Counsel,AGENCY ATTORNEY INTERNE,30086,0,Legal Affairs,F,57944,70353,Annual,30-30 Thomson Ave L I City Qns,Law,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-07T00:00:00.000,2019-12-04T00:00:00.000,2019-07-23T00:00:00.000,2019-07-30T00:00:00.000
395972,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Analyst, Project Management Office",RESEARCH PROJECTS COORDINATOR,5277,0,"Technology, Data & Innovation Policy, Research & Analysis",F,50000,65000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
395972,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Analyst, Project Management Office",RESEARCH PROJECTS COORDINATOR,5277,0,"Technology, Data & Innovation Policy, Research & Analysis",F,50000,65000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
395987,NYC HOUSING AUTHORITY,Internal,5,Heating Oversight Team (HOT) Specialist,ASSOCIATE INSPECTOR (BOILERS),31640,1,"Public Safety, Inspections, & Enforcement",F,56793,80996,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-10T00:00:00.000,2019-07-30T00:00:00.000
395987,NYC HOUSING AUTHORITY,External,5,Heating Oversight Team (HOT) Specialist,ASSOCIATE INSPECTOR (BOILERS),31640,1,"Public Safety, Inspections, & Enforcement",F,56793,80996,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-10T00:00:00.000,2019-07-30T00:00:00.000
395990,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ACCOUNTS PAYABLE CLERK,CLERICAL ASSOCIATE,10251,3,"Finance, Accounting, & Procurement Social Services",F,35330,40629,Annual,375 Pearl Street,General Support Services-NM,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-21T00:00:00.000,2019-08-05T00:00:00.000,2019-07-22T00:00:00.000,2019-07-30T00:00:00.000
395993,NYC HOUSING AUTHORITY,External,1,Integrated Pest Management Oversight Team (IPMOT) Administrator,ADMINISTRATIVE INSPECTOR (HOUS,10078,M2,"Public Safety, Inspections, & Enforcement",,63031,168433,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-11T00:00:00.000,2019-07-30T00:00:00.000
395993,NYC HOUSING AUTHORITY,Internal,1,Integrated Pest Management Oversight Team (IPMOT) Administrator,ADMINISTRATIVE INSPECTOR (HOUS,10078,M2,"Public Safety, Inspections, & Enforcement",,63031,168433,Annual,Environmental Health & Safety,Environmental Health & Safety,NYCHA has no residency requirements.,2019-05-28T00:00:00.000,,2019-06-11T00:00:00.000,2019-07-30T00:00:00.000
395999,LAW DEPARTMENT,External,1,Certified IT Developer (Applications) Level 3,CERT IT DEVELOPER (APP),13643,3,"Technology, Data & Innovation",F,89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,New York City residency is not required for the position.,2019-05-31T00:00:00.000,,2019-06-05T00:00:00.000,2019-07-30T00:00:00.000
395999,LAW DEPARTMENT,Internal,1,Certified IT Developer (Applications) Level 3,CERT IT DEVELOPER (APP),13643,3,"Technology, Data & Innovation",F,89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,New York City residency is not required for the position.,2019-05-31T00:00:00.000,,2019-06-05T00:00:00.000,2019-07-30T00:00:00.000
395999,LAW DEPARTMENT,Internal,1,Certified IT Developer (Applications) Level 3,CERT IT DEVELOPER (APP),13643,3,"Technology, Data & Innovation",F,89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,New York City residency is not required for the position.,2019-05-31T00:00:00.000,,2019-06-05T00:00:00.000,2019-07-30T00:00:00.000
